g_name	taxon_assignmentID	bh_evalue	fasta_header
FUN_05610	1520881	2.26e-28	FUN_05610-T1
FUN_05611	388435	2.02e-64	FUN_05611-T1
FUN_05612	1520881	0.0	FUN_05612-T1
FUN_05613	388435	0.0	FUN_05613-T1
FUN_05615			FUN_05615-T1
FUN_05616	78060	0.0	FUN_05616-T1
FUN_05617	1520881	0.0	FUN_05617-T1
FUN_05618	1520881	3.4e-220	FUN_05618-T1
FUN_05619	1328760	5.860000000000001e-79	FUN_05619-T1
FUN_05620	78060	4.66e-72	FUN_05620-T1
FUN_05621	1520881	9.37e-164	FUN_05621-T1
FUN_05622	78060	4.54e-109	FUN_05622-T1
FUN_05623	1520881	6.89e-26	FUN_05623-T1
FUN_05624	1520881	5.09e-32	FUN_05624-T1
FUN_05625	1520881	0.0	FUN_05625-T1
FUN_05626			FUN_05626-T1
FUN_05627	388435	1.6400000000000002e-66	FUN_05627-T1
FUN_05628	1520881	2.6499999999999998e-55	FUN_05628-T1
FUN_05629	1520881	3.4e-133	FUN_05629-T1
FUN_05630	1520881	0.0	FUN_05630-T1
FUN_05631	574774	1.0400000000000002e-27	FUN_05631-T1
FUN_05632	1520881	4.6199999999999997e-153	FUN_05632-T1
FUN_05633	1520881	2.26e-81	FUN_05633-T1
FUN_05634	388435	6.04e-157	FUN_05634-T1
FUN_05635	388435	0.0	FUN_05635-T1
FUN_05636	1520881	8.66e-191	FUN_05636-T1
FUN_05637	1520881	7.48e-161	FUN_05637-T1
FUN_05638	1520881	5.98e-102	FUN_05638-T1
FUN_05639	1520881	4.83e-141	FUN_05639-T1
FUN_05640	50934	1.33e-293	FUN_05640-T1
FUN_05641	716546	1.5800000000000002e-173	FUN_05641-T1
FUN_05642	1520881	3.36e-98	FUN_05642-T1
FUN_05643	1520881	0.0	FUN_05643-T1
FUN_05644	716546	2.15e-15	FUN_05644-T1
FUN_05645	716546	3.3399999999999995e-297	FUN_05645-T1
FUN_05646	1520881	6.330000000000001e-57	FUN_05646-T1
FUN_05647	1328760	7.39e-113	FUN_05647-T1
FUN_05648	388435	1.4e-237	FUN_05648-T1
FUN_05649	1520881	5.349999999999999e-128	FUN_05649-T1
FUN_05650	1520881	2.64e-219	FUN_05650-T1
FUN_05651	1520881	2.37e-107	FUN_05651-T1
FUN_05652	1520881	3.24e-180	FUN_05652-T1
FUN_05653			FUN_05653-T1
FUN_05654	1520881	8.009999999999999e-147	FUN_05654-T1
FUN_05655	33183	5.19e-50	FUN_05655-T1
FUN_05656	1328760	7.82e-151	FUN_05656-T1
FUN_05657	1520881	6.74e-203	FUN_05657-T1
FUN_05658	716546	1.1600000000000001e-296	FUN_05658-T1
FUN_05659	78060	2.56e-71	FUN_05659-T1
FUN_05660	1520881	1.24e-70	FUN_05660-T1
FUN_05661	388435	4.14e-139	FUN_05661-T1
FUN_05662	716546	5.59e-290	FUN_05662-T1
FUN_05663	388435	1.69e-286	FUN_05663-T1
FUN_05664	1520881	1.4e-53	FUN_05664-T1
FUN_05665	1520881	1.7099999999999998e-249	FUN_05665-T1
FUN_05666	1520881	1.19e-34	FUN_05666-T1
FUN_05667	1520881	0.0	FUN_05667-T1
FUN_05668	388435	1.9e-121	FUN_05668-T1
FUN_05669	1520881	1.01e-245	FUN_05669-T1
FUN_05670	1520881	0.0	FUN_05670-T1
FUN_05671	1520881	1.1599999999999999e-197	FUN_05671-T1
FUN_05672	147541	2.14e-68	FUN_05672-T1
FUN_05673	1520881	4.4599999999999996e-172	FUN_05673-T1
FUN_05674	716546	3.9e-106	FUN_05674-T1
FUN_05675	388435	6.6e-115	FUN_05675-T1
FUN_05676	716546	4.41e-05	FUN_05676-T1
FUN_05677	388435	9e-262	FUN_05677-T1
FUN_05678	1520881	2.35e-17	FUN_05678-T1
FUN_05679	50934	4.71e-93	FUN_05679-T1
FUN_05680	1520881	2.86e-217	FUN_05680-T1
FUN_02705	78060	7.69e-127	FUN_02705-T1
FUN_02706	716546	8.7e-117	FUN_02706-T1
FUN_02707	388435	0.0	FUN_02707-T1
FUN_02708	1520881	1.95e-63	FUN_02708-T1
FUN_02709	1520881	2.28e-60	FUN_02709-T1
FUN_02710			FUN_02710-T1
FUN_02711	716546	1.25e-09	FUN_02711-T1
FUN_02712	1520881	0.0	FUN_02712-T1
FUN_02713	1520881	7.44e-128	FUN_02713-T1
FUN_02714	1520881	0.0	FUN_02714-T1
FUN_02715	716546	1.98e-97	FUN_02715-T1
FUN_02716	78060	2.53e-33	FUN_02716-T1
FUN_02717	716546	3.51e-132	FUN_02717-T1
FUN_02718			FUN_02718-T1
FUN_02719			FUN_02719-T1
FUN_02720	1520881	0.0	FUN_02720-T1
FUN_02721	1520881	3.5599999999999997e-268	FUN_02721-T1
FUN_02722	5094	1.95e-63	FUN_02722-T1
FUN_02723	1520881	6.44e-130	FUN_02723-T1
FUN_02724	1520881	6.78e-121	FUN_02724-T1
FUN_02725	1520881	3.9099999999999997e-84	FUN_02725-T1
FUN_02726	716546	3.89e-07	FUN_02726-T1
FUN_02727	388435	0.0	FUN_02727-T1
FUN_02728	716546	1.84e-38	FUN_02728-T1
FUN_02729	388435	6.93e-153	FUN_02729-T1
FUN_02730			FUN_02730-T1
FUN_02731			FUN_02731-T1
FUN_02732	1520881	2.2500000000000001e-271	FUN_02732-T1
FUN_02733	388435	3.43e-258	FUN_02733-T1
FUN_02734	1520881	3.98e-180	FUN_02734-T1
FUN_02735	716546	1.11e-24	FUN_02735-T1
FUN_02736	1520881	5.69e-274	FUN_02736-T1
FUN_02737	78060	6.92e-96	FUN_02737-T1
FUN_02738	1520881	6.99e-37	FUN_02738-T1
FUN_02739	1520881	4.59e-105	FUN_02739-T1
FUN_02740	1520881	4.18e-114	FUN_02740-T1
FUN_02741			FUN_02741-T1
FUN_02742			FUN_02742-T1
FUN_02743			FUN_02743-T1
FUN_02744	716546	3.41e-112	FUN_02744-T1
FUN_02745	1520881	6.4e-100	FUN_02745-T1
FUN_02746	1520881	3.7099999999999996e-136	FUN_02746-T1
FUN_02747	716546	0.0	FUN_02747-T1
FUN_02748	1520881	3.84e-54	FUN_02748-T1
FUN_02749	716546	8.25e-88	FUN_02749-T1
FUN_02750	1520881	1.03e-23	FUN_02750-T1
FUN_02751	78060	4.12e-240	FUN_02751-T1
FUN_02752	716546	7.48e-214	FUN_02752-T1
FUN_02753	1520881	1.09e-198	FUN_02753-T1
FUN_02754	1520881	1.08e-237	FUN_02754-T1
FUN_02755	1520881	5.36e-75	FUN_02755-T1
FUN_02756	1520881	5.9e-143	FUN_02756-T1
FUN_02757	1520881	2.34e-57	FUN_02757-T1
FUN_02758	388435	1.21e-112	FUN_02758-T1
FUN_02759	1520881	8.770000000000001e-79	FUN_02759-T1
FUN_02760	1520881	6.52e-22	FUN_02760-T1
FUN_02761	1520881	4.65e-12	FUN_02761-T1
FUN_02762	1520881	3.84e-33	FUN_02762-T1
FUN_02763	1520881	6.17e-88	FUN_02763-T1
FUN_02764	1520881	2.28e-70	FUN_02764-T1
FUN_02765	1520881	0.0	FUN_02765-T1
FUN_02766	78060	2e-86	FUN_02766-T1
FUN_02767	1395130	1.2900000000000002e-27	FUN_02767-T1
FUN_02768	147541	1.5e-27	FUN_02768-T1
FUN_02769	1520881	0.0	FUN_02769-T1
FUN_02770	1520881	3.88e-66	FUN_02770-T1
FUN_02771	1903189	9.2e-39	FUN_02771-T1
FUN_02772	1520881	6.55e-186	FUN_02772-T1
FUN_02773	78060	2.74e-111	FUN_02773-T1
FUN_02774	716546	1.05e-74	FUN_02774-T1
FUN_02775	716546	3.32e-15	FUN_02775-T1
FUN_02776	1520881	1.03e-215	FUN_02776-T1
FUN_02777			FUN_02777-T1
FUN_02778	1520881	3.76e-264	FUN_02778-T1
FUN_02779	2608996	8.99e-10	FUN_02779-T1
FUN_02780	116821	4.12e-23	FUN_02780-T1
FUN_02781	1520881	3.66e-83	FUN_02781-T1
FUN_02782	1520881	9.37e-142	FUN_02782-T1
FUN_02783	1520881	3.31e-159	FUN_02783-T1
FUN_02784			FUN_02784-T1
FUN_02785	1520881	1.47e-16	FUN_02785-T1
FUN_02786	1520881	1.19e-306	FUN_02786-T1
FUN_02787	1520881	4.03e-80	FUN_02787-T1
FUN_02788	1520881	1.5900000000000002e-163	FUN_02788-T1
FUN_02789	78060	1.09e-43	FUN_02789-T1
FUN_02790	1520881	9.62e-187	FUN_02790-T1
FUN_02791	716546	3.86e-140	FUN_02791-T1
FUN_02792	716546	3.76e-10	FUN_02792-T1
FUN_02793	1520881	1.05e-161	FUN_02793-T1
FUN_02794	716546	4.26e-100	FUN_02794-T1
FUN_02795	716546	1.84e-48	FUN_02795-T1
FUN_02796	1520881	3.53e-238	FUN_02796-T1
FUN_02797	1520881	3.3e-33	FUN_02797-T1
FUN_02798	1520881	1.4300000000000002e-222	FUN_02798-T1
FUN_02799	112416	1.1900000000000001e-88	FUN_02799-T1
FUN_02800	1520881	7.8e-112	FUN_02800-T1
FUN_02801	716546	0.0	FUN_02801-T1
FUN_02802	388435	1.7e-35	FUN_02802-T1
FUN_02803	1520881	1.34e-82	FUN_02803-T1
FUN_02804	78060	2.78e-120	FUN_02804-T1
FUN_02805	1520881	5.9800000000000005e-161	FUN_02805-T1
FUN_02806	1520881	3.65e-253	FUN_02806-T1
FUN_02807			FUN_02807-T1
FUN_02808	1520881	0.0	FUN_02808-T1
FUN_02809	50934	1.03e-35	FUN_02809-T1
FUN_02810	1520881	1.62e-240	FUN_02810-T1
FUN_02811	1520881	0.0	FUN_02811-T1
FUN_02812	1520881	1.43e-101	FUN_02812-T1
FUN_02813	147541	8.930000000000001e-22	FUN_02813-T1
FUN_02814	78060	2.78e-94	FUN_02814-T1
FUN_02815	116794	1.86e-135	FUN_02815-T1
FUN_02816	1520881	2.6000000000000004e-129	FUN_02816-T1
FUN_02817	78060	4.35e-138	FUN_02817-T1
FUN_02818	78060	1.41e-177	FUN_02818-T1
FUN_02819	1520881	8.93e-307	FUN_02819-T1
FUN_02820	33183	1.17e-31	FUN_02820-T1
FUN_02821	716546	4.43e-44	FUN_02821-T1
FUN_02822	1520881	0.0	FUN_02822-T1
FUN_02823	147548	2.8899999999999996e-270	FUN_02823-T1
FUN_02824	78060	1.2e-121	FUN_02824-T1
FUN_02825			FUN_02825-T1
FUN_02826	1520881	0.0	FUN_02826-T1
FUN_02827	1520881	8.28e-146	FUN_02827-T1
FUN_02828	716546	2e-27	FUN_02828-T1
FUN_02829	716546	9.800000000000001e-59	FUN_02829-T1
FUN_02830	716546	3.49e-30	FUN_02830-T1
FUN_02831			FUN_02831-T1
FUN_02832	716546	7.2e-100	FUN_02832-T1
FUN_02833	716546	3.4299999999999996e-98	FUN_02833-T1
FUN_02834	1520881	3.0299999999999997e-45	FUN_02834-T1
FUN_02835	1520881	0.0	FUN_02835-T1
FUN_02836	78060	3.52e-157	FUN_02836-T1
FUN_02837	1520881	7.81e-98	FUN_02837-T1
FUN_02838	1520881	2.4400000000000002e-103	FUN_02838-T1
FUN_02839	1520881	3.7e-143	FUN_02839-T1
FUN_02840	1520881	1.1999999999999999e-104	FUN_02840-T1
FUN_02841	1520881	6.26e-172	FUN_02841-T1
FUN_02842			FUN_02842-T1
FUN_02843	716546	1.63e-09	FUN_02843-T1
FUN_02844	716546	1.88e-96	FUN_02844-T1
FUN_02845	716546	1.35e-283	FUN_02845-T1
FUN_02846	1520881	1.07e-13	FUN_02846-T1
FUN_02847			FUN_02847-T1
FUN_02848			FUN_02848-T1
FUN_02849	1520881	2.0700000000000001e-109	FUN_02849-T1
FUN_02850	1520881	1.82e-130	FUN_02850-T1
FUN_02851	78060	6.84e-27	FUN_02851-T1
FUN_02852			FUN_02852-T1
FUN_02853	78060	7.53e-301	FUN_02853-T1
FUN_02854	78060	1.56e-12	FUN_02854-T1
FUN_02855	78060	1.1999999999999999e-150	FUN_02855-T1
FUN_02856	78060	1.11e-11	FUN_02856-T1
FUN_02857	388435	1.47e-97	FUN_02857-T1
FUN_02858	1520881	1.06e-284	FUN_02858-T1
FUN_02859	1520881	6.47e-151	FUN_02859-T1
FUN_02860	1520881	7.22e-265	FUN_02860-T1
FUN_02861	1520881	5.740000000000001e-125	FUN_02861-T1
FUN_02862			FUN_02862-T1
FUN_02863	1520881	4.8e-18	FUN_02863-T1
FUN_02864	2608996	1.66e-17	FUN_02864-T1
FUN_02865	1520881	5.04e-270	FUN_02865-T1
FUN_02866	1520881	1.1799999999999999e-260	FUN_02866-T1
FUN_02867	1520881	3.03e-296	FUN_02867-T1
FUN_02868			FUN_02868-T1
FUN_02869	50934	0.000327	FUN_02869-T1
FUN_02870	1520881	6.06e-183	FUN_02870-T1
FUN_02871	116794	3.67e-34	FUN_02871-T1
FUN_02872	1263415	2.39e-27	FUN_02872-T1
FUN_02873			FUN_02873-T1
FUN_02874	78060	7.94e-11	FUN_02874-T1
FUN_02875	1903189	2.48e-31	FUN_02875-T1
FUN_02876	78060	0.0	FUN_02876-T1
FUN_02877	716546	3.63e-24	FUN_02877-T1
FUN_02878	1520881	0.0	FUN_02878-T1
FUN_02879	78060	0.0	FUN_02879-T1
FUN_02880	388435	1.32e-39	FUN_02880-T1
FUN_02881	1520881	0.0	FUN_02881-T1
FUN_02882	1520881	1.49e-193	FUN_02882-T1
FUN_02883	716546	5.0600000000000004e-222	FUN_02883-T1
FUN_02884	1520881	2.26e-184	FUN_02884-T1
FUN_02885	1520881	3.22e-101	FUN_02885-T1
FUN_02886	1520881	1.59e-107	FUN_02886-T1
FUN_02887	1520881	1.8499999999999998e-23	FUN_02887-T1
FUN_02888	147541	1.05e-45	FUN_02888-T1
FUN_02889			FUN_02889-T1
FUN_02890			FUN_02890-T1
FUN_02891	1520881	1.48e-32	FUN_02891-T1
FUN_02892	172621	0.0	FUN_02892-T1
FUN_02893	78060	3.0600000000000004e-156	FUN_02893-T1
FUN_02894	1520881	3.73e-199	FUN_02894-T1
FUN_02895	1520881	4.2599999999999997e-113	FUN_02895-T1
FUN_02896	388435	3.87e-151	FUN_02896-T1
FUN_02897	1520881	1.5799999999999998e-246	FUN_02897-T1
FUN_02898	1520881	2.62e-161	FUN_02898-T1
FUN_02899	1520881	0.0	FUN_02899-T1
FUN_02900	1520881	0.0	FUN_02900-T1
FUN_02901	116821	2.83e-07	FUN_02901-T1
FUN_02902	116821	8.2e-33	FUN_02902-T1
FUN_02903	716546	3.97e-52	FUN_02903-T1
FUN_02904	716546	5.57e-62	FUN_02904-T1
FUN_02905	1520881	1.0999999999999999e-170	FUN_02905-T1
FUN_02906	1520881	2.68e-186	FUN_02906-T1
FUN_02907	1520881	7.14e-58	FUN_02907-T1
FUN_02908	388435	7.7e-244	FUN_02908-T1
FUN_02909	1520881	9.06e-306	FUN_02909-T1
FUN_02910	1520881	1.18e-108	FUN_02910-T1
FUN_02911	1520881	4.7299999999999996e-48	FUN_02911-T1
FUN_02912	716546	2e-150	FUN_02912-T1
FUN_02913	1520881	0.0	FUN_02913-T1
FUN_02914	1520881	2.16e-48	FUN_02914-T1
FUN_02915	716546	1.78e-143	FUN_02915-T1
FUN_02916	1520881	4.3700000000000005e-223	FUN_02916-T1
FUN_02917	1520881	2.3799999999999996e-42	FUN_02917-T1
FUN_02918	1520881	2.7600000000000002e-201	FUN_02918-T1
FUN_02919	116794	2.95e-14	FUN_02919-T1
FUN_02920	1520881	0.0	FUN_02920-T1
FUN_02921	1520881	1.5099999999999998e-287	FUN_02921-T1
FUN_02922	78060	1.4e-158	FUN_02922-T1
FUN_02923	388435	1.56e-240	FUN_02923-T1
FUN_02924	388435	2.88e-306	FUN_02924-T1
FUN_02925	1520881	1.06e-115	FUN_02925-T1
FUN_02926	388435	3.51e-180	FUN_02926-T1
FUN_02927	1520881	1.9199999999999998e-256	FUN_02927-T1
FUN_02928	1520881	6.02e-268	FUN_02928-T1
FUN_02929	1520881	0.0	FUN_02929-T1
FUN_02930	1520881	6.9e-309	FUN_02930-T1
FUN_02931	1520881	4.9e-238	FUN_02931-T1
FUN_02932	1520881	1.4000000000000002e-56	FUN_02932-T1
FUN_02933	388435	6.929999999999999e-228	FUN_02933-T1
FUN_02934	1520881	6.54e-134	FUN_02934-T1
FUN_02935	388435	0.0	FUN_02935-T1
FUN_02936	1520881	3.35e-293	FUN_02936-T1
FUN_02937	1520881	9.77e-283	FUN_02937-T1
FUN_02938			FUN_02938-T1
FUN_02939	1520881	1.78e-92	FUN_02939-T1
FUN_02940	451869	1.27e-146	FUN_02940-T1
FUN_02941	716546	2.28e-86	FUN_02941-T1
FUN_02942			FUN_02942-T1
FUN_02943	1520881	0.0	FUN_02943-T1
FUN_02944	1520881	2.87e-152	FUN_02944-T1
FUN_02945	1520881	8.83e-53	FUN_02945-T1
FUN_02946	78060	9.6e-50	FUN_02946-T1
FUN_02947	1520881	0.0	FUN_02947-T1
FUN_02948	1520881	2.0400000000000003e-179	FUN_02948-T1
FUN_02949	78060	0.0	FUN_02949-T1
FUN_02950			FUN_02950-T1
FUN_02951	388435	4.02e-118	FUN_02951-T1
FUN_02952	560253	1.57e-121	FUN_02952-T1
FUN_02953	1520881	1.45e-75	FUN_02953-T1
FUN_02954	50934	3.24e-304	FUN_02954-T1
FUN_02955	388435	1.77e-74	FUN_02955-T1
FUN_02956	1520881	1.36e-260	FUN_02956-T1
FUN_02957	1520881	6.18e-84	FUN_02957-T1
FUN_02958	716546	6.3399999999999995e-34	FUN_02958-T1
FUN_02959	1520881	6.530000000000001e-253	FUN_02959-T1
FUN_02960			FUN_02960-T1
FUN_02961	1520881	0.0	FUN_02961-T1
FUN_02962	388435	1.2700000000000002e-248	FUN_02962-T1
FUN_02963	1520881	4.41e-242	FUN_02963-T1
FUN_02964	1520881	3.35e-214	FUN_02964-T1
FUN_02965	390894	6.28e-11	FUN_02965-T1
FUN_02966			FUN_02966-T1
FUN_02967	1520881	3.0500000000000003e-167	FUN_02967-T1
FUN_02968	1520881	2.87e-309	FUN_02968-T1
FUN_02969	388435	7.07e-115	FUN_02969-T1
FUN_02970	1520881	0.0	FUN_02970-T1
FUN_02971			FUN_02971-T1
FUN_02972	716546	1.09e-15	FUN_02972-T1
FUN_02973	716546	2.56e-302	FUN_02973-T1
FUN_02974	1520881	1.9e-74	FUN_02974-T1
FUN_02975	1520881	2.82e-105	FUN_02975-T1
FUN_02976	1520881	6.59e-06	FUN_02976-T1
FUN_02977	78060	0.0	FUN_02977-T1
FUN_02978	1520881	4.41e-242	FUN_02978-T1
FUN_02979	1520881	8.73e-252	FUN_02979-T1
FUN_02980	1520881	1.95e-92	FUN_02980-T1
FUN_02981	1520881	8.959999999999999e-263	FUN_02981-T1
FUN_02982	1520881	1.77e-279	FUN_02982-T1
FUN_02983	78060	2.35e-275	FUN_02983-T1
FUN_02984			FUN_02984-T1
FUN_02985	112416	9.81e-52	FUN_02985-T1
FUN_02986	1520881	0.0	FUN_02986-T1
FUN_02987	388435	2.22e-45	FUN_02987-T1
FUN_02988	1520881	5.5e-50	FUN_02988-T1
FUN_02989	716546	9.65e-20	FUN_02989-T1
FUN_02990	112416	9.57e-159	FUN_02990-T1
FUN_02991	388435	2.39e-126	FUN_02991-T1
FUN_02992	1520881	3.76e-28	FUN_02992-T1
FUN_02993	388435	3.03e-175	FUN_02993-T1
FUN_02994	1520881	1.81e-156	FUN_02994-T1
FUN_02995	1520881	0.0	FUN_02995-T1
FUN_02996	1520881	5.16e-32	FUN_02996-T1
FUN_02997	716546	1.09e-186	FUN_02997-T1
FUN_02998	388435	7.11e-106	FUN_02998-T1
FUN_02999	2608996	1.56e-15	FUN_02999-T1
FUN_03000	1520881	1.33e-164	FUN_03000-T1
FUN_03001	1520881	1.83e-36	FUN_03001-T1
FUN_03002	388435	1.19e-159	FUN_03002-T1
FUN_03003	1520881	1.53e-199	FUN_03003-T1
FUN_03004	1520881	1.44e-191	FUN_03004-T1
FUN_03005	1520881	1.8e-198	FUN_03005-T1
FUN_03006	1520881	9.34e-232	FUN_03006-T1
FUN_03007	1520881	3.28e-70	FUN_03007-T1
FUN_03008	50934	3.41e-290	FUN_03008-T1
FUN_03009	1520881	4.6399999999999995e-267	FUN_03009-T1
FUN_03010	1520881	0.0	FUN_03010-T1
FUN_03011	1520881	1.94e-58	FUN_03011-T1
FUN_03012	78060	5.55e-81	FUN_03012-T1
FUN_03013	1520881	1.2899999999999999e-108	FUN_03013-T1
FUN_03014	1520881	2.06e-298	FUN_03014-T1
FUN_03016	715989	8.470000000000001e-27	FUN_03016-T1
FUN_03017	715989	2.03e-94	FUN_03017-T1
FUN_03018	5178	9.98e-108	FUN_03018-T1
FUN_03019	716546	1.12e-68	FUN_03019-T1
FUN_03020	1520881	2.54e-122	FUN_03020-T1
FUN_03021	1520881	2.43e-228	FUN_03021-T1
FUN_03022	1520881	6.45e-314	FUN_03022-T1
FUN_03023	1520881	4.609999999999999e-68	FUN_03023-T1
FUN_03024	1520881	4.94e-101	FUN_03024-T1
FUN_03025	1328760	4.9e-81	FUN_03025-T1
FUN_03026	78060	3.3200000000000002e-21	FUN_03026-T1
FUN_03027	116794	1.4400000000000002e-43	FUN_03027-T1
FUN_03028	1520881	6.299999999999999e-150	FUN_03028-T1
FUN_03029	690887	8.35e-260	FUN_03029-T1
FUN_03030			FUN_03030-T1
FUN_03031	5178	4.1699999999999996e-24	FUN_03031-T1
FUN_03032	716546	7.76e-220	FUN_03032-T1
FUN_03033	716546	1.64e-71	FUN_03033-T1
FUN_03034	715989	4.32e-22	FUN_03034-T1
FUN_03035	716546	2.25e-112	FUN_03035-T1
FUN_03036	716546	6.0100000000000006e-43	FUN_03036-T1
FUN_03037	1520881	1.1699999999999999e-176	FUN_03037-T1
FUN_03038	716546	3.04e-301	FUN_03038-T1
FUN_03039	78060	1.51e-263	FUN_03039-T1
FUN_03040	78060	1.38e-301	FUN_03040-T1
FUN_03041	1520881	1.55e-293	FUN_03041-T1
FUN_03042	78060	2.93e-176	FUN_03042-T1
FUN_03043	388435	7.39e-126	FUN_03043-T1
FUN_03044	1520881	7.01e-261	FUN_03044-T1
FUN_03045	1520881	4.24e-309	FUN_03045-T1
FUN_03046	1520881	1.08e-192	FUN_03046-T1
FUN_03047	1520881	1.23e-181	FUN_03047-T1
FUN_03048	388435	0.0	FUN_03048-T1
FUN_03049	1520881	1.9899999999999998e-300	FUN_03049-T1
FUN_03050	1520881	7.97e-55	FUN_03050-T1
FUN_03051	78060	1.17e-71	FUN_03051-T1
FUN_03052	388435	3.67e-282	FUN_03052-T1
FUN_03053	1520881	6.41e-109	FUN_03053-T1
FUN_03054	1520881	2.8899999999999998e-220	FUN_03054-T1
FUN_03055	716546	2.09e-10	FUN_03055-T1
FUN_03056	5178	1.14e-146	FUN_03056-T1
FUN_03057	1520881	1.1e-139	FUN_03057-T1
FUN_03058	1520881	7.01e-114	FUN_03058-T1
FUN_03059	78060	8.13e-68	FUN_03059-T1
FUN_03060			FUN_03060-T1
FUN_03061	78060	0.0	FUN_03061-T1
FUN_03062	1520881	0.0	FUN_03062-T1
FUN_03063	1520881	1.54e-49	FUN_03063-T1
FUN_03064	1520881	9.51e-252	FUN_03064-T1
FUN_03065	78060	0.0	FUN_03065-T1
FUN_03066	1520881	0.0	FUN_03066-T1
FUN_03067	1520881	7.75e-120	FUN_03067-T1
FUN_03068	1520881	4.14e-89	FUN_03068-T1
FUN_03069	1520881	5.5e-296	FUN_03069-T1
FUN_03070	1520881	4.58e-289	FUN_03070-T1
FUN_03071	1520881	2.32e-302	FUN_03071-T1
FUN_03072			FUN_03072-T1
FUN_03073	1520881	1.24e-260	FUN_03073-T1
FUN_03074	78060	5.53e-257	FUN_03074-T1
FUN_03075	78060	7.81e-53	FUN_03075-T1
FUN_03076	1520881	8.03e-120	FUN_03076-T1
FUN_03077	1520881	0.0	FUN_03077-T1
FUN_03078	1520881	5.96e-186	FUN_03078-T1
FUN_03079			FUN_03079-T1
FUN_03080	1520881	3.03e-188	FUN_03080-T1
FUN_03081	116821	2.39e-10	FUN_03081-T1
FUN_03082	1520881	1.09e-277	FUN_03082-T1
FUN_03083	1520881	9.8e-189	FUN_03083-T1
FUN_03084	388435	1.43e-195	FUN_03084-T1
FUN_03085	50934	8.74e-189	FUN_03085-T1
FUN_03086	1314670	0.0	FUN_03086-T1
FUN_03087	1520881	2.5899999999999997e-228	FUN_03087-T1
FUN_03088	1520881	2.26e-202	FUN_03088-T1
FUN_03089	1520881	8.460000000000001e-157	FUN_03089-T1
FUN_03090	116821	1.72e-08	FUN_03090-T1
FUN_03091	1520881	2.26e-195	FUN_03091-T1
FUN_03092	1520881	6.15e-168	FUN_03092-T1
FUN_03093	716546	3.07e-72	FUN_03093-T1
FUN_03094	1520881	2.3600000000000002e-169	FUN_03094-T1
FUN_03095	716546	1.07e-66	FUN_03095-T1
FUN_03096	1520881	5.98e-157	FUN_03096-T1
FUN_03097	1520881	0.0	FUN_03097-T1
FUN_03098	1520881	2.83e-23	FUN_03098-T1
FUN_03099	1520881	5.17e-68	FUN_03099-T1
FUN_03100	388435	6.34e-221	FUN_03100-T1
FUN_03101	1520881	2.63e-217	FUN_03101-T1
FUN_03102	1520881	0.0	FUN_03102-T1
FUN_03103	1520881	1.7700000000000002e-35	FUN_03103-T1
FUN_03104	1520881	7.050000000000001e-265	FUN_03104-T1
FUN_03105	1520881	0.0	FUN_03105-T1
FUN_03106	716546	1.05e-16	FUN_03106-T1
FUN_03107	1520881	0.0	FUN_03107-T1
FUN_03108			FUN_03108-T1
FUN_03109	1520881	0.0	FUN_03109-T1
FUN_03110	1520881	1e-193	FUN_03110-T1
FUN_03111	50934	1.9600000000000003e-79	FUN_03111-T1
FUN_03112	157822	2.18e-186	FUN_03112-T1
FUN_03113	716546	4.15e-38	FUN_03113-T1
FUN_03114	388435	0.0	FUN_03114-T1
FUN_03115	388435	4.34e-188	FUN_03115-T1
FUN_03116	716546	6.41e-15	FUN_03116-T1
FUN_03117	1520881	9.55e-22	FUN_03117-T1
FUN_03118	1520881	3.34e-312	FUN_03118-T1
FUN_03119	1520881	1.27e-234	FUN_03119-T1
FUN_03120	388435	9.13e-114	FUN_03120-T1
FUN_03121	1520881	0.0	FUN_03121-T1
FUN_03122	1520881	1.4800000000000001e-123	FUN_03122-T1
FUN_03123	1328760	5.7699999999999996e-120	FUN_03123-T1
FUN_03124	716546	1.66e-42	FUN_03124-T1
FUN_03125	159987	2.1e-148	FUN_03125-T1
FUN_03126	1520881	3.1e-171	FUN_03126-T1
FUN_03127	388435	4.2e-169	FUN_03127-T1
FUN_03128	716546	2.1e-61	FUN_03128-T1
FUN_03129			FUN_03129-T1
FUN_03130	388435	2.43e-131	FUN_03130-T1
FUN_03131	1520881	2.4500000000000002e-164	FUN_03131-T1
FUN_03132	1520881	1.71e-256	FUN_03132-T1
FUN_03133	5178	9.1e-119	FUN_03133-T1
FUN_03134	716546	1.43e-22	FUN_03134-T1
FUN_03135	1520881	2.74e-215	FUN_03135-T1
FUN_03136	172621	1.9300000000000002e-226	FUN_03136-T1
FUN_03137	1520881	1.4800000000000002e-70	FUN_03137-T1
FUN_03138	1520881	0.0	FUN_03138-T1
FUN_03139	1520881	0.0	FUN_03139-T1
FUN_03140	1520881	8.08e-181	FUN_03140-T1
FUN_03141	1520881	0.0	FUN_03141-T1
FUN_03142	1520881	2.7700000000000003e-276	FUN_03142-T1
FUN_03143	78060	1.18e-66	FUN_03143-T1
FUN_03144	1520881	2.2700000000000003e-161	FUN_03144-T1
FUN_03145	1520881	1.62e-260	FUN_03145-T1
FUN_03146	1520881	0.0	FUN_03146-T1
FUN_03147	1520881	3.83e-102	FUN_03147-T1
FUN_03148	388435	5.629999999999999e-140	FUN_03148-T1
